Round,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
2025-07-27 22:36:14,server,SendActivations,7.5398640632629395,4703.06640625,3072.140625
2025-07-27 22:36:20,server,SendActivations,7.413580417633057,4715.12890625,3072.140625
2025-07-27 22:36:20,server,SendActivations,7.65214729309082,4694.375,3072.140625
2025-07-27 22:36:23,server,SendActivations,8.412835836410522,4692.62109375,3072.140625
2025-07-27 22:36:26,server,SendActivations,5.437925815582275,4692.5625,3072.140625
2025-07-27 22:36:26,server,SendActivations,6.5121564865112305,4692.5625,3072.140625
2025-07-27 22:36:34,server,SendActivations,6.7873570919036865,4692.0625,3072.140625
2025-07-27 22:36:40,server,SendActivations,8.181681394577026,4644.25390625,3072.140625
2025-07-27 22:36:41,server,SendActivations,7.2564709186553955,4644.50390625,3072.140625
2025-07-27 22:36:46,server,SendActivations,3.4386274814605713,4732.1875,3072.140625
2025-07-27 22:36:47,server,SendActivations,6.568561315536499,4733.00390625,3072.140625
2025-07-27 22:36:47,server,SendActivations,5.786298990249634,4670.3984375,3072.140625
2025-07-27 22:36:50,server,SendActivations,4.026833534240723,4740.8828125,3072.140625
2025-07-27 22:36:51,server,SendActivations,6.053832769393921,4745.53125,3072.140625
2025-07-27 22:36:52,server,SendActivations,4.073604583740234,4746.5234375,3072.140625
2025-07-27 22:36:53,server,SendActivations,5.1806480884552,4683.7109375,3072.140625
2025-07-27 22:36:57,server,SendActivations,5.9549689292907715,4683.0625,3072.140625
2025-07-27 22:36:58,server,SendActivations,5.526651859283447,4682.75390625,3072.140625
2025-07-27 22:36:59,server,SendActivations,5.595213413238525,4744.62109375,3072.140625
2025-07-27 22:37:02,server,SendActivations,5.880346298217773,4695.96484375,3072.140625
2025-07-27 22:37:03,server,SendActivations,4.416728973388672,4668.0859375,3072.140625
2025-07-27 22:37:03,server,SendActivations,5.286466598510742,4629.40234375,3072.140625
2025-07-27 22:37:05,server,SendActivations,5.314239025115967,4649.59765625,3072.140625
2025-07-27 22:37:07,server,SendActivations,3.3371293544769287,4673.73828125,3072.140625
2025-07-27 22:37:08,server,SendActivations,4.0281805992126465,4674.8203125,3072.140625
2025-07-27 22:37:09,server,SendActivations,6.356663227081299,4677.65234375,3072.140625
2025-07-27 22:37:09,server,SendActivations,3.8699512481689453,4677.66015625,3072.140625
2025-07-27 22:37:19,server,SendActivations,10.411134004592896,4677.41015625,3072.140625
2025-07-27 22:37:33,server,SendActivations,8.278945207595825,4677.2265625,3072.140625
2025-07-27 22:37:34,server,SendActivations,6.621440410614014,4680.03125,3072.140625
2025-07-27 22:37:36,server,SendActivations,3.59383225440979,4750.83203125,3072.140625
2025-07-27 22:37:37,server,SendActivations,4.3581383228302,4751.08203125,3072.140625
2025-07-27 22:37:37,server,SendActivations,4.0776448249816895,4688.45703125,3072.140625
2025-07-27 22:37:38,server,SendActivations,3.200448989868164,4688.65625,3072.140625
2025-07-27 22:37:38,server,SendActivations,3.3165228366851807,4688.40625,3072.140625
2025-07-27 22:37:43,server,SendActivations,6.211174011230469,4750.2734375,3072.140625
2025-07-27 22:37:45,server,SendActivations,7.497528553009033,4752.75,3072.140625
2025-07-27 22:37:47,server,SendActivations,8.05299186706543,4689.99609375,3072.140625
2025-07-27 22:38:01,server,SendActivations,6.435946702957153,4653.61328125,3072.140625
2025-07-27 22:38:04,server,SendActivations,8.173500061035156,4669.8359375,3072.140625
2025-07-27 22:38:06,server,SendActivations,4.306686639785767,4676.9921875,3072.140625
2025-07-27 22:38:07,server,SendActivations,3.664501428604126,4665.19140625,3072.140625
2025-07-27 22:38:07,server,SendActivations,3.2104032039642334,4665.2421875,3072.140625
2025-07-27 22:38:08,server,SendActivations,3.310328722000122,4665.44140625,3072.140625
2025-07-27 22:38:08,server,SendActivations,4.253658294677734,4665.6875,3072.140625
2025-07-27 22:38:13,server,SendActivations,4.600182771682739,4751.5625,3072.140625
2025-07-27 22:38:13,server,SendActivations,4.955449342727661,4727.359375,3072.140625
2025-07-27 22:38:16,server,SendActivations,8.795780420303345,4611.16015625,3072.140625
2025-07-27 22:38:25,server,SendActivations,9.076786518096924,4622.98828125,3072.140625
2025-07-27 22:38:30,server,SendActivations,4.503609657287598,4622.984375,3072.140625
2025-07-27 22:38:32,server,SendActivations,4.664809465408325,4623.234375,3072.140625
2025-07-27 22:38:36,server,SendActivations,6.883700609207153,4707.828125,3072.140625
2025-07-27 22:38:39,server,SendActivations,4.928257703781128,4679.4609375,3072.140625
2025-07-27 22:38:39,server,SendActivations,6.319614410400391,4679.7109375,3072.140625
2025-07-27 22:38:41,server,SendActivations,5.127658843994141,4657.73828125,3072.140625
2025-07-27 22:38:42,server,SendActivations,5.616243362426758,4657.48828125,3072.140625
2025-07-27 22:38:44,server,SendActivations,5.057161331176758,4719.11328125,3072.140625
2025-07-27 22:38:45,server,SendActivations,5.530021905899048,4721.6953125,3072.140625
2025-07-27 22:38:48,server,SendActivations,6.475742340087891,4671.1328125,3072.140625
2025-07-27 22:38:53,server,SendActivations,7.217408895492554,4657.34375,3072.140625
2025-07-27 22:39:02,server,SendActivations,6.510585308074951,4657.328125,3072.140625
2025-07-27 22:39:06,server,SendActivations,8.64480447769165,4748.77734375,3072.140625
2025-07-27 22:39:08,server,SendActivations,5.443394660949707,4724.7734375,3072.140625
2025-07-27 22:39:09,server,SendActivations,4.691401720046997,4674.22265625,3072.140625
2025-07-27 22:39:11,server,SendActivations,4.435154438018799,4725.4921875,3072.140625
2025-07-27 22:39:13,server,SendActivations,5.721947193145752,4734.33984375,3072.140625
2025-07-27 22:39:14,server,SendActivations,4.400012016296387,4725.84375,3072.140625
2025-07-27 22:39:15,server,SendActivations,5.5314040184021,4663.92578125,3072.140625
2025-07-27 22:39:21,server,SendActivations,6.834351539611816,4661.5703125,3072.140625
2025-07-27 22:39:22,server,SendActivations,8.265514850616455,4661.56640625,3072.140625
2025-07-27 22:39:30,server,SendActivations,7.686221599578857,4719.86328125,3072.140625
2025-07-27 22:39:34,server,SendActivations,8.431148767471313,4682.80078125,3072.140625
2025-07-27 22:39:36,server,SendActivations,6.315002918243408,4660.796875,3072.140625
2025-07-27 22:39:38,server,SendActivations,3.613140821456909,4725.359375,3072.140625
2025-07-27 22:39:40,server,SendActivations,7.209783315658569,4737.3984375,3072.140625
2025-07-27 22:39:42,server,SendActivations,4.785239934921265,4675.5234375,3072.140625
2025-07-27 22:39:44,server,SendActivations,6.021306276321411,4653.09765625,3072.140625
2025-07-27 22:39:47,server,SendActivations,6.686162233352661,4724.48828125,3072.140625
2025-07-27 22:39:48,server,SendActivations,6.312865495681763,4725.93359375,3072.140625
2025-07-27 22:39:52,server,SendActivations,7.601438999176025,4663.03515625,3072.140625
2025-07-27 22:39:59,server,SendActivations,5.9458911418914795,4663.83203125,3072.140625
2025-07-27 22:40:00,server,SendActivations,8.732682943344116,4664.08203125,3072.140625
2025-07-27 22:40:04,server,SendActivations,5.0017054080963135,4667.53515625,3072.140625
2025-07-27 22:40:07,server,SendActivations,7.27895712852478,4730.28515625,3072.140625
2025-07-27 22:40:09,server,SendActivations,5.514036178588867,4667.16015625,3072.140625
2025-07-27 22:40:13,server,SendActivations,7.24006199836731,4667.2109375,3072.140625
2025-07-27 22:40:16,server,SendActivations,6.452269792556763,4689.00390625,3072.140625
2025-07-27 22:40:17,server,SendActivations,7.062382221221924,4689.00390625,3072.140625
2025-07-27 22:40:20,server,SendActivations,6.528449535369873,4698.51171875,3072.140625
2025-07-27 22:40:24,server,SendActivations,6.464695453643799,4663.86328125,3072.140625
2025-07-27 22:40:25,server,SendActivations,8.376011848449707,4664.05859375,3072.140625
2025-07-27 22:40:30,server,SendActivations,5.0995564460754395,4696.23828125,3072.140625
2025-07-27 22:40:31,server,SendActivations,8.477669477462769,4697.52734375,3072.140625
2025-07-27 22:40:34,server,SendActivations,4.9577858448028564,4635.296875,3072.140625
2025-07-27 22:40:40,server,SendActivations,8.088381290435791,4634.74609375,3072.140625
2025-07-27 22:40:40,server,SendActivations,5.679539203643799,4634.74609375,3072.140625
2025-07-27 22:40:45,server,SendActivations,8.181761264801025,4622.60546875,3072.140625
2025-07-27 22:40:48,server,SendActivations,6.727282762527466,4696.09375,3072.140625
2025-07-27 22:40:50,server,SendActivations,7.0322699546813965,4695.85546875,3072.140625
2025-07-27 22:40:51,server,SendActivations,5.457454204559326,4632.6484375,3072.140625
2025-07-27 22:40:53,server,SendActivations,4.675849437713623,4632.69921875,3072.140625
2025-07-27 22:40:54,server,SendActivations,2.7384300231933594,4704.4765625,3072.140625
2025-07-27 22:40:56,server,SendActivations,2.9599897861480713,4709.71875,3072.140625
2025-07-27 22:40:57,server,SendActivations,2.703457832336426,4709.71875,3072.140625
2025-07-27 22:40:59,server,SendActivations,7.973730564117432,4733.0234375,3072.140625
2025-07-27 22:41:02,server,SendActivations,5.621047735214233,4709.28515625,3072.140625
2025-07-27 22:41:18,server,SendActivations,7.497584581375122,4719.015625,3072.140625
2025-07-27 22:41:20,server,SendActivations,6.2723612785339355,4719.65234375,3072.140625
2025-07-27 22:41:23,server,SendActivations,4.075512647628784,4729.23046875,3072.140625
2025-07-27 22:41:24,server,SendActivations,3.6436455249786377,4691.17578125,3072.140625
2025-07-27 22:41:25,server,SendActivations,2.9521737098693848,4693.33984375,3072.140625
2025-07-27 22:41:26,server,SendActivations,7.171057462692261,4714.7109375,3072.140625
2025-07-27 22:41:27,server,SendActivations,3.4516289234161377,4736.9296875,3072.140625
2025-07-27 22:41:29,server,SendActivations,3.7640087604522705,4712.9296875,3072.140625
2025-07-27 22:41:31,server,SendActivations,4.366770505905151,4722.74609375,3072.140625
2025-07-27 22:41:36,server,SendActivations,8.315755844116211,4725.0,3072.140625
2025-07-27 22:41:46,server,SendActivations,8.13432765007019,4764.57421875,3072.140625
2025-07-27 22:41:50,server,SendActivations,7.977754831314087,4765.00390625,3072.140625
2025-07-27 22:41:51,server,SendActivations,5.182817459106445,4763.3828125,3072.140625
2025-07-27 22:41:52,server,SendActivations,4.13576078414917,4763.59375,3072.140625
2025-07-27 22:41:53,server,SendActivations,3.2813539505004883,4764.69140625,3072.140625
2025-07-27 22:41:54,server,SendActivations,3.9680466651916504,4728.64453125,3072.140625
2025-07-27 22:41:55,server,SendActivations,4.217545747756958,4728.9375,3072.140625
2025-07-27 22:41:58,server,SendActivations,2.6339964866638184,4684.19140625,3072.140625
2025-07-27 22:41:58,server,SendActivations,4.054455280303955,4684.39453125,3072.140625
2025-07-27 22:42:01,server,SendActivations,8.418620347976685,4684.14453125,3072.140625
2025-07-27 22:42:15,server,SendActivations,7.138267517089844,4683.55859375,3072.140625
2025-07-27 22:42:20,server,SendActivations,6.111767053604126,4693.37890625,3072.140625
2025-07-27 22:42:20,server,SendActivations,4.915242433547974,4716.6015625,3072.140625
2025-07-27 22:42:22,server,SendActivations,3.4418869018554688,4689.78515625,3072.140625
2025-07-27 22:42:23,server,SendActivations,3.4741790294647217,4689.82421875,3072.140625
2025-07-27 22:42:24,server,SendActivations,3.8519468307495117,4692.2578125,3072.140625
2025-07-27 22:42:24,server,SendActivations,5.515478849411011,4692.2578125,3072.140625
2025-07-27 22:42:27,server,SendActivations,3.6808722019195557,4711.3125,3072.140625
2025-07-27 22:42:30,server,SendActivations,5.49295449256897,4673.4765625,3072.140625
2025-07-27 22:42:31,server,SendActivations,8.619093179702759,4673.5703125,3072.140625
2025-07-27 22:42:45,server,SendActivations,8.964977264404297,4673.14453125,3072.140625
2025-07-27 22:42:50,server,SendActivations,5.719130039215088,4687.73046875,3072.140625
2025-07-27 22:42:50,server,SendActivations,5.115197420120239,4687.99609375,3072.140625
2025-07-27 22:42:51,server,SendActivations,4.846792459487915,4688.15625,3072.140625
2025-07-27 22:42:53,server,SendActivations,3.5239098072052,4710.43359375,3072.140625
2025-07-27 22:42:53,server,SendActivations,4.352232217788696,4712.43359375,3072.140625
2025-07-27 22:42:54,server,SendActivations,4.698277711868286,4690.4921875,3072.140625
2025-07-27 22:42:57,server,SendActivations,3.032766819000244,4689.59375,3072.140625
2025-07-27 22:42:57,server,SendActivations,3.980755090713501,4689.80078125,3072.140625
2025-07-27 22:42:58,server,SendActivations,7.082209587097168,4689.546875,3072.140625
2025-07-27 22:42:59,server,SendActivations,3.8129210472106934,4689.546875,3072.140625
2025-07-27 22:43:08,server,SendActivations,9.089521169662476,4670.421875,3072.140625
2025-07-27 22:43:20,server,SendActivations,5.828894376754761,4697.7578125,3072.140625
2025-07-27 22:43:21,server,SendActivations,3.6600730419158936,4671.76171875,3072.140625
2025-07-27 22:43:22,server,SendActivations,4.94076132774353,4672.14453125,3072.140625
2025-07-27 22:43:22,server,SendActivations,3.9174721240997314,4672.39453125,3072.140625
2025-07-27 22:43:26,server,SendActivations,3.752575635910034,4716.26953125,3072.140625
2025-07-27 22:43:26,server,SendActivations,3.108642578125,4716.4765625,3072.140625
2025-07-27 22:43:27,server,SendActivations,3.388461112976074,4716.76953125,3072.140625
2025-07-27 22:43:27,server,SendActivations,7.315547943115234,4700.14453125,3072.140625
2025-07-27 22:43:28,server,SendActivations,5.920621633529663,4674.34375,3072.140625
2025-07-27 22:43:34,server,SendActivations,7.318192005157471,4674.27734375,3072.140625
2025-07-27 22:43:44,server,SendActivations,4.29908299446106,4673.828125,3072.140625
2025-07-27 22:43:48,server,SendActivations,4.109873056411743,4685.0234375,3072.140625
2025-07-27 22:43:50,server,SendActivations,7.640596866607666,4685.03515625,3072.140625
2025-07-27 22:43:57,server,SendActivations,7.757693290710449,4706.1015625,3072.140625
2025-07-27 22:43:58,server,SendActivations,7.04166579246521,4706.2265625,3072.140625
2025-07-27 22:43:59,server,SendActivations,8.199397802352905,4706.42578125,3072.140625
2025-07-27 22:44:00,server,SendActivations,7.084053039550781,4718.0234375,3072.140625
2025-07-27 22:44:04,server,SendActivations,6.422443628311157,4731.58984375,3072.140625
2025-07-27 22:44:05,server,SendActivations,4.470755577087402,4710.53125,3072.140625
2025-07-27 22:44:07,server,SendActivations,7.226744890213013,4685.91015625,3072.140625
2025-07-27 22:44:12,server,SendActivations,7.244603157043457,4685.28125,3072.140625
2025-07-27 22:44:15,server,SendActivations,2.568307399749756,4685.0859375,3072.140625
2025-07-27 22:44:15,server,SendActivations,3.1450765132904053,4685.3359375,3072.140625
2025-07-27 22:44:23,server,SendActivations,7.457052707672119,4693.15625,3072.140625
2025-07-27 22:44:32,server,SendActivations,6.1236162185668945,4695.921875,3072.140625
2025-07-27 22:44:33,server,SendActivations,5.7705771923065186,4695.67578125,3072.140625
2025-07-27 22:44:34,server,SendActivations,5.4805238246917725,4703.62109375,3072.140625
2025-07-27 22:44:36,server,SendActivations,3.7414538860321045,4729.5703125,3072.140625
2025-07-27 22:44:37,server,SendActivations,4.231321811676025,4729.90234375,3072.140625
2025-07-27 22:44:37,server,SendActivations,3.8076345920562744,4730.1953125,3072.140625
2025-07-27 22:44:38,server,SendActivations,3.5228283405303955,4730.3984375,3072.140625
2025-07-27 22:44:40,server,SendActivations,5.061296224594116,4751.5390625,3072.140625
2025-07-27 22:44:41,server,SendActivations,3.6397666931152344,4763.640625,3072.140625
2025-07-27 22:44:42,server,SendActivations,3.2100422382354736,4751.24609375,3072.140625
2025-07-27 22:45:02,server,SendActivations,5.7614426612854,4688.1953125,3072.140625
2025-07-27 22:45:04,server,SendActivations,4.191201686859131,4710.3984375,3072.140625
2025-07-27 22:45:04,server,SendActivations,3.5719780921936035,4710.6484375,3072.140625
2025-07-27 22:45:05,server,SendActivations,3.784083127975464,4699.04296875,3072.140625
2025-07-27 22:45:06,server,SendActivations,3.9093146324157715,4687.69140625,3072.140625
2025-07-27 22:45:07,server,SendActivations,3.785323143005371,4720.203125,3072.140625
2025-07-27 22:45:09,server,SendActivations,4.587970018386841,4721.453125,3072.140625
2025-07-27 22:45:09,server,SendActivations,2.8479971885681152,4700.8203125,3072.140625
2025-07-27 22:45:09,server,SendActivations,4.70999550819397,4700.56640625,3072.140625
2025-07-27 22:45:11,server,SendActivations,5.856461763381958,4677.1328125,3072.140625
2025-07-27 22:45:33,server,SendActivations,3.384460210800171,4709.8671875,3072.140625
2025-07-27 22:45:33,server,SendActivations,5.728140592575073,4686.37109375,3072.140625
2025-07-27 22:45:35,server,SendActivations,3.364048957824707,4673.71484375,3072.140625
2025-07-27 22:45:35,server,SendActivations,3.9737536907196045,4673.96484375,3072.140625
2025-07-27 22:45:36,server,SendActivations,4.359605073928833,4674.21484375,3072.140625
2025-07-27 22:45:37,server,SendActivations,3.6464264392852783,4711.8125,3072.140625
2025-07-27 22:45:38,server,SendActivations,3.86080265045166,4723.828125,3072.140625
2025-07-27 22:45:41,server,SendActivations,5.543092966079712,4722.8359375,3072.140625
2025-07-27 22:45:41,server,SendActivations,5.607892274856567,4698.83203125,3072.140625
2025-07-27 22:45:43,server,SendActivations,6.761075735092163,4698.58984375,3072.140625
2025-07-27 22:46:01,server,SendActivations,5.579239130020142,4699.0,3072.140625
2025-07-27 22:46:02,server,SendActivations,4.330115079879761,4732.59375,3072.140625
2025-07-27 22:46:04,server,SendActivations,3.7281763553619385,4748.8046875,3072.140625
2025-07-27 22:46:04,server,SendActivations,3.431713104248047,4711.78125,3072.140625
2025-07-27 22:46:06,server,SendActivations,3.696367025375366,4714.52734375,3072.140625
2025-07-27 22:46:07,server,SendActivations,4.621244430541992,4714.52734375,3072.140625
2025-07-27 22:46:09,server,SendActivations,4.5171403884887695,4714.6484375,3072.140625
2025-07-27 22:46:09,server,SendActivations,5.858005523681641,4714.3671875,3072.140625
2025-07-27 22:46:14,server,SendActivations,6.6789233684539795,4710.2578125,3072.140625
2025-07-27 22:46:17,server,SendActivations,7.63457727432251,4710.4296875,3072.140625
2025-07-27 22:46:27,server,SendActivations,6.13344144821167,4719.9765625,3072.140625
2025-07-27 22:46:29,server,SendActivations,3.4906771183013916,4732.15234375,3072.140625
2025-07-27 22:46:30,server,SendActivations,2.847207546234131,4705.52734375,3072.140625
2025-07-27 22:46:30,server,SendActivations,3.315843343734741,4692.36328125,3072.140625
2025-07-27 22:46:36,server,SendActivations,5.870763301849365,4693.0234375,3072.140625
2025-07-27 22:46:38,server,SendActivations,7.9335856437683105,4721.703125,3072.140625
2025-07-27 22:46:41,server,SendActivations,6.294379949569702,4714.625,3072.140625
2025-07-27 22:46:45,server,SendActivations,8.135860681533813,4713.7265625,3072.140625
2025-07-27 22:46:47,server,SendActivations,6.089484214782715,4715.57421875,3072.140625
2025-07-27 22:46:51,server,SendActivations,5.600266695022583,4715.53125,3072.140625
2025-07-27 22:46:53,server,SendActivations,8.215766906738281,4715.57421875,3072.140625
2025-07-27 22:46:55,server,SendActivations,2.9577436447143555,4713.3125,3072.140625
2025-07-27 22:46:56,server,SendActivations,3.1693646907806396,4715.69140625,3072.140625
2025-07-27 22:46:59,server,SendActivations,4.125627279281616,4750.85546875,3072.140625
2025-07-27 22:47:01,server,SendActivations,5.516736268997192,4707.01953125,3072.140625
2025-07-27 22:47:06,server,SendActivations,7.0561203956604,4720.65625,3072.140625
2025-07-27 22:47:12,server,SendActivations,7.932206630706787,4718.87890625,3072.140625
2025-07-27 22:47:17,server,SendActivations,7.944803953170776,4742.7265625,3072.140625
2025-07-27 22:47:18,server,SendActivations,5.726174831390381,4742.73046875,3072.140625
2025-07-27 22:47:20,server,SendActivations,5.288643836975098,4753.65625,3072.140625
2025-07-27 22:47:21,server,SendActivations,3.333493947982788,4741.69921875,3072.140625
2025-07-27 22:47:22,server,SendActivations,4.6501665115356445,4721.10546875,3072.140625
2025-07-27 22:47:25,server,SendActivations,3.1431570053100586,4722.828125,3072.140625
2025-07-27 22:47:26,server,SendActivations,3.872694730758667,4735.08984375,3072.140625
2025-07-27 22:47:27,server,SendActivations,7.254995584487915,4725.078125,3072.140625
2025-07-27 22:47:33,server,SendActivations,6.675318717956543,4733.40625,3072.140625
2025-07-27 22:47:42,server,SendActivations,8.555997610092163,4733.87890625,3072.140625
2025-07-27 22:47:46,server,SendActivations,4.193751096725464,4742.953125,3072.140625
2025-07-27 22:47:48,server,SendActivations,5.294772386550903,4692.98828125,3072.140625
2025-07-27 22:47:48,server,SendActivations,6.248000144958496,4693.203125,3072.140625
2025-07-27 22:47:50,server,SendActivations,5.088317155838013,4734.60546875,3072.140625
2025-07-27 22:47:51,server,SendActivations,4.442402362823486,4712.26953125,3072.140625
2025-07-27 22:47:52,server,SendActivations,4.619287729263306,4698.60546875,3072.140625
2025-07-27 22:47:53,server,SendActivations,4.365056991577148,4674.5,3072.140625
2025-07-27 22:47:59,server,SendActivations,8.054017066955566,4684.9453125,3072.140625
2025-07-27 22:47:59,server,SendActivations,7.1734888553619385,4689.34375,3072.140625
2025-07-27 22:48:06,server,SendActivations,8.199650764465332,4690.09375,3072.140625
2025-07-27 22:48:14,server,SendActivations,7.122020483016968,4714.66015625,3072.140625
2025-07-27 22:48:16,server,SendActivations,4.897704124450684,4717.0859375,3072.140625
2025-07-27 22:48:16,server,SendActivations,7.7727744579315186,4717.0859375,3072.140625
2025-07-27 22:48:20,server,SendActivations,4.421542644500732,4723.9453125,3072.140625
2025-07-27 22:48:20,server,SendActivations,4.0509209632873535,4724.6875,3072.140625
2025-07-27 22:48:21,server,SendActivations,3.5162949562072754,4724.6875,3072.140625
2025-07-27 22:48:23,server,SendActivations,6.6895575523376465,4689.55859375,3072.140625
2025-07-27 22:48:26,server,SendActivations,5.539581060409546,4689.765625,3072.140625
2025-07-27 22:48:26,server,SendActivations,5.26019811630249,4689.515625,3072.140625
2025-07-27 22:48:35,server,SendActivations,8.62099289894104,4689.05859375,3072.140625
2025-07-27 22:48:42,server,SendActivations,6.753596544265747,4690.94140625,3072.140625
2025-07-27 22:48:45,server,SendActivations,4.497431039810181,4707.984375,3072.140625
2025-07-27 22:48:45,server,SendActivations,4.9602978229522705,4708.234375,3072.140625
2025-07-27 22:48:48,server,SendActivations,4.329519510269165,4708.0703125,3072.140625
2025-07-27 22:48:49,server,SendActivations,3.240126609802246,4710.41796875,3072.140625
2025-07-27 22:48:50,server,SendActivations,5.208651781082153,4734.171875,3072.140625
2025-07-27 22:48:51,server,SendActivations,5.6910107135772705,4734.5859375,3072.140625
2025-07-27 22:48:52,server,SendActivations,4.383971214294434,4709.03515625,3072.140625
2025-07-27 22:48:57,server,SendActivations,7.54174017906189,4710.79296875,3072.140625
2025-07-27 22:48:58,server,SendActivations,7.726073980331421,4710.5859375,3072.140625
2025-07-27 22:49:03,server,SendActivations,5.155132055282593,4674.41796875,3072.140625
2025-07-27 22:49:12,server,SendActivations,6.192970037460327,4671.0390625,3072.140625
2025-07-27 22:49:13,server,SendActivations,3.7484452724456787,4671.04296875,3072.140625
2025-07-27 22:49:14,server,SendActivations,3.581576347351074,4696.3671875,3072.140625
2025-07-27 22:49:15,server,SendActivations,3.3321712017059326,4706.984375,3072.140625
