Round,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
1,0.5280686536842045,0.7395545243688636,0.6684224462017007,0.6605504587155964
2,0.5345425052385596,0.7475730858521229,0.7759572096647472,0.24655963302752293
3,0.550086976831861,0.7338283062716925,0.6666834514348878,0.5137614678899083
